,STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,SECTOR,Institutional sector,PRICE_BASE,Price base,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,BASE_PER,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
189,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,GRC,Greece,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,374.91,2015,6,Millions,2,Two
190,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,689.214,2015,6,Millions,2,Two
191,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,847.028,2015,6,Millions,2,Two
192,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2003,541.362,2015,6,Millions,2,Two
193,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2004,470.53,2015,6,Millions,2,Two
194,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,447.029,2015,6,Millions,2,Two
195,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,723.361,2015,6,Millions,2,Two
196,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,650.469,2015,6,Millions,2,Two
197,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,594.653,2015,6,Millions,2,Two
198,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,398.712,2015,6,Millions,2,Two
199,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,745.517,2015,6,Millions,2,Two
200,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,973.189,2015,6,Millions,2,Two
201,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,1008.827,2015,6,Millions,2,Two
202,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,1372.588,2015,6,Millions,2,Two
203,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,1506.87,2015,6,Millions,2,Two
204,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,1731.494,2015,6,Millions,2,Two
205,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,313.619,2015,6,Millions,2,Two
206,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,394.095,2015,6,Millions,2,Two
207,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,607.588,2015,6,Millions,2,Two
208,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,HUN,Hungary,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,807.936,2015,6,Millions,2,Two
209,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,2.853,2015,6,Millions,2,Two
210,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,1.441,2015,6,Millions,2,Two
211,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2003,1.614,2015,6,Millions,2,Two
212,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2004,1.454,2015,6,Millions,2,Two
213,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,0.874,2015,6,Millions,2,Two
214,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,0.376,2015,6,Millions,2,Two
215,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,0.726,2015,6,Millions,2,Two
216,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,1.483,2015,6,Millions,2,Two
217,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,1.261,2015,6,Millions,2,Two
218,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,1.663,2015,6,Millions,2,Two
219,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,1.091,2015,6,Millions,2,Two
220,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,1.317,2015,6,Millions,2,Two
221,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,1.286,2015,6,Millions,2,Two
222,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,1.496,2015,6,Millions,2,Two
223,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,1.907,2015,6,Millions,2,Two
224,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,1.273,2015,6,Millions,2,Two
225,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,1.612,2015,6,Millions,2,Two
226,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,2.401,2015,6,Millions,2,Two
227,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISL,Iceland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,2.13,2015,6,Millions,2,Two
228,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,977.126,2015,6,Millions,2,Two
229,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,1042.284,2015,6,Millions,2,Two
230,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2003,816.455,2015,6,Millions,2,Two
231,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2004,800.506,2015,6,Millions,2,Two
232,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,834.595,2015,6,Millions,2,Two
233,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,999.844,2015,6,Millions,2,Two
234,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,1418.359,2015,6,Millions,2,Two
235,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,1351.243,2015,6,Millions,2,Two
236,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,1050.95,2015,6,Millions,2,Two
237,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,1000.01,2015,6,Millions,2,Two
238,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,353.306,2015,6,Millions,2,Two
239,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,222.763,2015,6,Millions,2,Two
240,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,217.022,2015,6,Millions,2,Two
241,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,94.138,2015,6,Millions,2,Two
242,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,123.078,2015,6,Millions,2,Two
243,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,136.008,2015,6,Millions,2,Two
244,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,150.993,2015,6,Millions,2,Two
245,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,219.265,2015,6,Millions,2,Two
246,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,IRL,Ireland,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,205.805,2015,6,Millions,2,Two
247,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISR,Israel,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,1275.387,2015,6,Millions,2,Two
248,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISR,Israel,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,1073.061,2015,6,Millions,2,Two
249,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISR,Israel,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,1089.777,2015,6,Millions,2,Two
250,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISR,Israel,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,1232.484,2015,6,Millions,2,Two
251,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISR,Israel,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,1529.938,2015,6,Millions,2,Two
252,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISR,Israel,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,1792.109,2015,6,Millions,2,Two
253,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ISR,Israel,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,1668.036,2015,6,Millions,2,Two
254,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,7867.373,2015,6,Millions,2,Two
255,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,8242.581,2015,6,Millions,2,Two
256,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2003,8535.721,2015,6,Millions,2,Two
257,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2004,9529.198,2015,6,Millions,2,Two
258,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,8745.164,2015,6,Millions,2,Two
259,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,7885.874,2015,6,Millions,2,Two
260,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,7584.749,2015,6,Millions,2,Two
261,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,7501.625,2015,6,Millions,2,Two
262,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,9598.184,2015,6,Millions,2,Two
263,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,8873.825,2015,6,Millions,2,Two
264,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,7766.647,2015,6,Millions,2,Two
265,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,7943.842,2015,6,Millions,2,Two
266,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,7627.749,2015,6,Millions,2,Two
267,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,5841.016,2015,6,Millions,2,Two
268,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,5339.912,2015,6,Millions,2,Two
269,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,5767.658,2015,6,Millions,2,Two
270,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,5375.82,2015,6,Millions,2,Two
271,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,4324.258,2015,6,Millions,2,Two
272,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,ITA,Italy,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,5241.105,2015,6,Millions,2,Two
273,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2005,27737.164,2015,6,Millions,2,Two
274,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2006,27456.664,2015,6,Millions,2,Two
275,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2007,27312.713,2015,6,Millions,2,Two
276,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2008,27373.953,2015,6,Millions,2,Two
277,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2009,28813.697,2015,6,Millions,2,Two
278,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2010,28171.713,2015,6,Millions,2,Two
279,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2011,28545.939,2015,6,Millions,2,Two
280,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2012,29895.172,2015,6,Millions,2,Two
281,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2013,32577.467,2015,6,Millions,2,Two
282,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2014,33098.477,2015,6,Millions,2,Two
283,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2015,32058.906,2015,6,Millions,2,Two
284,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2016,32085.584,2015,6,Millions,2,Two
285,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2017,32721.027,2015,6,Millions,2,Two
286,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2018,35701.219,2015,6,Millions,2,Two
287,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,JPN,Japan,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2019,34843.957,2015,6,Millions,2,Two
288,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,LVA,Latvia,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2001,67.882,2015,6,Millions,2,Two
289,DATAFLOW,OECD.CFE.RDG:DSD_SNGF_CSF@DF_SGCF(1.0),Subnational government climate finance,I,LVA,Latvia,CS_I,Climate significant investment,S1313,Local government,R,Real terms,USD_PPP,"US dollars, PPP converted",2002,97.306,2015,6,Millions,2,Two
